Observatoire des territoires - ANCT; ; 
Référentiel géographique : EPCI / EPT (2025); ; 
Code;Libellé;Evolution de la part des déplacements domicile-travail en voiture 2016-2022
248900524;CC de l'Aillantais en Bourgogne;-1.4
248900664;CC de la Vanne et du Pays d'Othe;2.5
248900748;CC du Gâtinais en Bourgogne;3.4
248900896;CC Yonne Nord;2.5
248900938;CC du Jovinien;-0.6
249000241;CC du Sud Territoire;2.7
249100074;CC du Pays de Limours (CCPL);-0.8
249100157;CC des 2 Vallées;1.2
249100546;CC du Val d'Essonne (CCVE);2.4
249100553;CC Entre Juine et Renarde (CCEJR);1.2
249100595;CC le Dourdannais en Hurepoix (CCDH);0.9
249500109;CA de Cergy-Pontoise;-1.9
249500430;CC Sausseron Impressionnistes;1.4
249500455;CC de la Vallée de l'Oise et des Trois Forêts;-0.7
249500489;CC du Haut Val d'Oise;-1.3
249500513;CC du Vexin-Val de Seine;4.2
249710047;CC de Marie-Galante;8.8
249710062;CA du Nord Basse-Terre;1.5
249710070;CA Grand Sud Caraïbe;0.9
249720053;CA de l'Espace Sud de la Martinique;1.3
249720061;CA du Centre de la Martinique;1.6
249730037;CC de l'Ouest Guyanais;20.6
249730045;CA du Centre Littoral;0.8
249730052;CC de l'Est Guyanais;1.5
249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires);0.5
249740085;CA du Sud;1.3
249740093;CA Intercommunale de la Réunion Est (CIREST);3.1
249740101;CA Territoire de la Côte Ouest (TCO);2.3
249740119;CA Intercommunale du Nord de la Réunion (CINOR);-0.6
75056;Paris;-2.6
